tweet_id,timestamp,text,impressions,likes,replies,retweets,profile_visits,followers_at_post,media_type,hashtags,is_reply,is_thread
10000364,2025-11-04 23:11:37.592474,Here is a short thread on learning Python,4664,277,13,12,236,1168,video,"coding,learning",0,1
10000454,2025-11-05 01:56:31.687749,Quick tip for data science beginners,3418,34,25,51,368,1176,image,"startups,founder",0,0
10000432,2025-11-05 04:17:50.854937,Trying out a new AI tool,3466,88,32,11,318,1184,video,"python,data",0,0
10000047,2025-11-05 06:58:31.189436,Building a side project this weekend,3606,282,4,14,67,1192,link,"startups,founder",0,1
10000112,2025-11-05 07:15:20.800273,Trying out a new AI tool,1739,153,16,21,247,1200,video,productivity,1,1
10000128,2025-11-05 09:56:23.790406,Building a side project this weekend,4277,386,35,34,253,1208,video,"marketing,branding",0,0
10000115,2025-11-05 14:12:59.663268,Building a side project this weekend,4762,145,30,42,721,1216,video,,0,1
10000230,2025-11-05 14:43:19.234188,Sharing my favorite productivity hack,307,14,1,5,3,1224,video,productivity,0,1
10000022,2025-11-05 15:06:49.405504,New blog post is live now!,3610,283,11,54,288,1232,gif,,0,0
10000126,2025-11-05 15:18:23.090657,Here is a short thread on learning Python,1411,122,11,12,193,1240,link,productivity,0,0
10000426,2025-11-05 16:29:14.357287,Here is a short thread on learning Python,2024,84,13,16,302,1248,video,"coding,learning",0,0
10000080,2025-11-05 18:20:16.843180,Daily coding progress update,3407,154,16,62,259,1256,video,"marketing,branding",0,1
10000044,2025-11-05 18:39:43.519927,Daily coding progress update,417,20,0,1,80,1264,gif,,1,0
10000068,2025-11-05 20:09:50.343684,Sharing some thoughts on growth and marketing,1350,97,2,6,69,1272,none,"growth,ai",0,1
10000328,2025-11-05 20:31:20.563119,Experimenting with different posting times,4833,105,16,43,435,1280,video,"growth,ai",0,1
10000013,2025-11-05 21:10:28.989736,Daily coding progress update,602,47,3,6,54,1288,none,"coding,learning",0,0
10000304,2025-11-06 00:23:35.682375,Here is a short thread on learning Python,1999,76,6,33,354,1296,none,,0,0
10000067,2025-11-06 01:24:38.792526,Building a side project this weekend,4880,474,6,88,538,1304,gif,productivity,1,0
10000203,2025-11-06 01:30:00.553584,Daily coding progress update,1464,27,10,14,256,1312,link,"coding,learning",0,0
10000149,2025-11-06 03:26:47.946428,Experimenting with different posting times,4672,62,24,58,287,1320,link,"growth,ai",0,0
10000271,2025-11-06 06:31:26.043811,Daily coding progress update,1143,91,3,5,155,1328,video,"coding,learning",0,0
10000300,2025-11-06 06:59:58.717110,Daily coding progress update,2796,230,15,54,249,1336,video,productivity,1,0
10000023,2025-11-06 07:28:08.093075,What do you think about this idea?,2030,169,16,9,216,1344,video,"python,data",0,1
10000088,2025-11-06 08:12:42.961377,Building a side project this weekend,402,17,2,5,32,1352,gif,"python,data",0,1
10000482,2025-11-06 11:41:50.777987,Sharing some thoughts on growth and marketing,3870,334,18,8,97,1360,link,"growth,ai",0,0
10000429,2025-11-06 14:09:55.864728,Sharing some thoughts on growth and marketing,2861,264,3,28,559,1368,none,"python,data",0,0
10000215,2025-11-06 15:01:22.372585,Here is a short thread on learning Python,240,9,0,2,14,1376,link,"marketing,branding",0,0
10000179,2025-11-06 16:33:21.179857,Trying out a new AI tool,4533,241,29,32,643,1384,video,"growth,ai",1,1
10000360,2025-11-06 16:55:03.878113,Experimenting with different posting times,3275,150,24,23,460,1392,gif,"python,data",0,0
10000138,2025-11-06 18:25:11.245531,Sharing some thoughts on growth and marketing,2915,97,18,8,304,1400,video,productivity,0,0
10000053,2025-11-06 18:49:42.420354,What do you think about this idea?,4617,178,39,11,760,1408,video,,0,0
10000490,2025-11-06 19:20:56.333421,Building a side project this weekend,12534,193,89,30,533,1416,video,"python,data",0,0
10000276,2025-11-06 19:59:06.000912,What do you think about this idea?,1306,40,5,4,211,1424,none,productivity,0,1
10000077,2025-11-06 20:35:32.194346,New blog post is live now!,11366,480,22,160,1237,1432,link,productivity,0,0
10000045,2025-11-06 22:04:57.352608,Experimenting with different posting times,1765,163,8,11,49,1440,gif,productivity,0,1
10000283,2025-11-07 03:07:24.267253,New blog post is live now!,975,13,1,6,60,1448,gif,"python,data",0,1
10000137,2025-11-07 03:32:11.074368,Sharing my favorite productivity hack,2954,191,28,26,565,1456,image,productivity,0,0
10000193,2025-11-07 05:48:52.007135,Building a side project this weekend,3469,108,33,18,597,1464,none,productivity,0,0
10000265,2025-11-07 11:01:21.479785,Sharing some thoughts on growth and marketing,3778,203,8,30,334,1472,link,"python,data",0,1
10000491,2025-11-07 12:38:31.503578,Trying out a new AI tool,4727,456,27,51,408,1480,gif,"startups,founder",0,0
10000253,2025-11-07 12:51:39.285204,Daily coding progress update,4954,343,44,66,627,1488,image,"startups,founder",0,0
10000152,2025-11-07 13:45:45.853793,Here is a short thread on learning Python,1063,31,10,17,28,1496,none,"python,data",0,1
10000278,2025-11-07 14:50:54.349361,Daily coding progress update,2271,101,13,28,102,1505,image,"coding,learning",0,0
10000384,2025-11-07 14:51:31.761699,Quick tip for data science beginners,4502,54,40,72,712,1513,gif,productivity,0,0
10000439,2025-11-07 18:11:19.951823,Daily coding progress update,7300,475,49,46,1063,1521,image,"startups,founder",0,0
10000434,2025-11-07 21:38:05.149077,Sharing my favorite productivity hack,11727,733,67,76,121,1529,video,"python,data",0,0
10000109,2025-11-07 22:39:04.395969,Building a side project this weekend,7686,413,35,122,94,1537,image,"python,data",0,0
10000488,2025-11-08 03:25:34.481596,Here is a short thread on learning Python,1198,30,6,17,170,1545,link,,0,0
10000436,2025-11-08 04:21:35.952618,Sharing some thoughts on growth and marketing,4496,280,14,45,862,1553,gif,"growth,ai",0,1
10000443,2025-11-08 04:25:13.734449,New blog post is live now!,2534,166,19,38,276,1561,image,"python,data",0,0
10000029,2025-11-08 06:49:59.682735,Sharing some thoughts on growth and marketing,3283,62,22,6,133,1569,image,"marketing,branding",0,0
10000352,2025-11-08 06:55:24.999006,Building a side project this weekend,2767,148,24,34,224,1577,video,productivity,0,0
10000341,2025-11-08 07:01:25.790671,New blog post is live now!,3859,114,38,39,543,1585,none,productivity,0,0
10000386,2025-11-08 07:19:44.159524,Here is a short thread on learning Python,1341,83,13,8,148,1593,gif,productivity,0,0
10000318,2025-11-08 09:36:50.368899,Experimenting with different posting times,760,11,6,9,24,1601,gif,,0,1
10000466,2025-11-08 09:42:33.137853,What do you think about this idea?,4416,266,17,26,338,1609,link,"growth,ai",0,0
10000159,2025-11-08 13:40:19.441449,Quick tip for data science beginners,1083,35,1,15,20,1617,link,productivity,0,1
10000325,2025-11-08 14:03:05.050752,Building a side project this weekend,4896,51,5,29,83,1625,link,productivity,0,0
10000268,2025-11-08 15:27:31.111818,Daily coding progress update,3662,139,28,61,464,1633,link,productivity,0,0
10000114,2025-11-08 16:29:12.396798,Here is a short thread on learning Python,1892,38,18,32,63,1641,none,,1,1
10000313,2025-11-08 18:34:39.493220,Trying out a new AI tool,8013,660,9,154,1186,1649,link,,0,1
10000028,2025-11-08 20:47:43.400208,Building a side project this weekend,13018,1043,88,45,529,1657,gif,"growth,ai",1,0
10000311,2025-11-08 21:36:23.487007,Daily coding progress update,3205,164,28,37,263,1665,video,"coding,learning",1,0
10000379,2025-11-08 23:49:07.152661,Sharing some thoughts on growth and marketing,6025,127,28,65,523,1673,gif,"growth,ai",0,0
10000207,2025-11-09 00:02:10.607863,New blog post is live now!,4883,379,8,35,150,1681,none,"startups,founder",0,1
10000317,2025-11-09 01:18:02.776473,Here is a short thread on learning Python,2624,224,9,25,159,1689,gif,"marketing,branding",0,0
10000094,2025-11-09 03:47:37.169947,Sharing some thoughts on growth and marketing,3548,111,6,16,201,1697,image,"python,data",0,0
10000216,2025-11-09 05:42:22.013772,Daily coding progress update,205,13,1,1,18,1705,link,"coding,learning",0,0
10000074,2025-11-09 08:23:11.312610,Building a side project this weekend,4884,417,25,46,302,1713,link,,0,1
10000406,2025-11-09 08:38:46.285531,What do you think about this idea?,2279,191,20,26,111,1721,video,"coding,learning",0,0
10000447,2025-11-09 08:44:43.427137,Trying out a new AI tool,4451,207,23,11,222,1729,image,"growth,ai",0,1
10000339,2025-11-09 10:44:54.297505,Here is a short thread on learning Python,106,2,0,0,4,1737,image,productivity,0,0
10000211,2025-11-09 12:46:56.609608,Trying out a new AI tool,3115,218,20,32,255,1745,image,"marketing,branding",1,0
10000084,2025-11-09 13:30:09.017170,New blog post is live now!,1987,104,13,10,92,1753,gif,productivity,0,0
10000255,2025-11-09 16:18:58.402954,Sharing some thoughts on growth and marketing,247,18,1,1,18,1761,image,"startups,founder",0,0
10000485,2025-11-09 16:58:41.203684,Quick tip for data science beginners,3621,266,16,22,446,1769,link,"python,data",1,1
10000245,2025-11-09 20:07:49.793655,Here is a short thread on learning Python,5446,204,36,62,495,1777,image,productivity,0,1
10000122,2025-11-09 20:19:54.285230,Daily coding progress update,3393,204,8,17,589,1785,none,"python,data",1,0
10000033,2025-11-09 21:45:41.532340,What do you think about this idea?,8576,471,52,135,156,1793,gif,"python,data",1,0
10000005,2025-11-10 01:37:27.796319,Trying out a new AI tool,2924,33,9,18,408,1801,video,"growth,ai",0,1
10000079,2025-11-10 03:02:39.637643,Quick tip for data science beginners,3378,272,22,55,613,1809,image,"startups,founder",0,1
10000021,2025-11-10 03:06:30.919280,Sharing some thoughts on growth and marketing,954,33,8,6,35,1817,link,productivity,0,1
10000296,2025-11-10 03:57:02.836032,Quick tip for data science beginners,4502,124,12,16,350,1825,link,"growth,ai",0,0
10000117,2025-11-10 04:18:02.168023,What do you think about this idea?,1054,53,2,5,110,1833,link,"python,data",0,1
10000008,2025-11-10 04:56:10.116152,Experimenting with different posting times,3898,221,37,67,592,1841,image,"startups,founder",0,0
10000035,2025-11-10 06:36:50.398630,What do you think about this idea?,3270,321,5,24,151,1849,image,"python,data",0,0
10000168,2025-11-10 11:49:36.747338,Sharing my favorite productivity hack,1017,75,5,3,24,1857,none,"growth,ai",1,1
10000123,2025-11-10 13:25:45.355079,Sharing some thoughts on growth and marketing,1581,143,9,25,309,1865,video,"coding,learning",1,1
10000156,2025-11-10 14:12:17.921714,New blog post is live now!,2014,91,15,29,79,1873,video,"startups,founder",1,0
10000233,2025-11-10 15:14:22.487974,Daily coding progress update,1112,93,8,16,18,1881,none,"growth,ai",0,0
10000258,2025-11-10 15:40:39.977627,What do you think about this idea?,1927,125,15,26,213,1889,gif,"marketing,branding",0,1
10000344,2025-11-10 15:42:22.852407,Daily coding progress update,223,8,2,2,37,1897,link,"coding,learning",1,0
10000310,2025-11-10 15:58:58.465891,Trying out a new AI tool,4038,61,36,55,711,1905,none,"python,data",0,0
10000081,2025-11-10 18:38:40.861498,Building a side project this weekend,4737,312,41,90,179,1913,none,,1,0
10000083,2025-11-10 19:29:43.161065,Daily coding progress update,1883,117,8,27,83,1921,link,productivity,0,0
10000208,2025-11-10 19:45:59.123128,New blog post is live now!,1767,123,14,27,285,1929,none,"marketing,branding",0,1
10000440,2025-11-10 21:04:04.960081,Trying out a new AI tool,250,3,2,0,19,1937,none,"marketing,branding",0,0
10000227,2025-11-11 01:23:34.816498,Trying out a new AI tool,2664,43,18,18,326,1945,video,productivity,0,0
10000438,2025-11-11 03:22:54.716212,What do you think about this idea?,1879,145,17,18,111,1953,link,productivity,0,1
10000039,2025-11-11 04:42:33.476964,Sharing my favorite productivity hack,3050,168,24,41,437,1961,video,"coding,learning",0,1
10000218,2025-11-11 07:51:33.670026,What do you think about this idea?,135,6,0,2,10,1969,video,"startups,founder",0,0
10000446,2025-11-11 08:26:04.325533,Sharing my favorite productivity hack,1458,22,12,10,137,1977,gif,"startups,founder",0,0
10000183,2025-11-11 08:29:15.253170,Quick tip for data science beginners,527,10,3,7,8,1985,none,,1,0
10000096,2025-11-11 10:05:43.929424,Sharing some thoughts on growth and marketing,567,55,4,9,33,1993,link,"startups,founder",0,0
10000231,2025-11-11 11:23:03.933004,Daily coding progress update,2662,248,8,24,103,2002,none,"growth,ai",1,1
10000001,2025-11-11 11:27:16.869725,Building a side project this weekend,3544,227,26,8,688,2010,none,"python,data",1,0
10000316,2025-11-11 14:14:53.563364,Sharing some thoughts on growth and marketing,167,14,1,1,12,2018,link,productivity,1,0
10000052,2025-11-11 15:34:25.460490,Sharing some thoughts on growth and marketing,4013,114,13,23,327,2026,video,"startups,founder",0,0
10000105,2025-11-11 17:50:25.495527,Sharing some thoughts on growth and marketing,3862,255,22,38,462,2034,image,"startups,founder",0,0
10000139,2025-11-11 18:40:59.332111,Sharing my favorite productivity hack,559,22,2,5,80,2042,video,"startups,founder",0,0
10000354,2025-11-11 18:51:38.269691,Quick tip for data science beginners,9260,594,58,152,930,2050,gif,"marketing,branding",1,0
10000400,2025-11-11 18:53:09.338825,Quick tip for data science beginners,10091,208,36,92,1863,2058,video,"marketing,branding",1,0
10000452,2025-11-11 19:17:04.881223,New blog post is live now!,381,32,1,4,61,2066,gif,"growth,ai",1,0
10000071,2025-11-11 19:51:20.465698,Sharing my favorite productivity hack,8005,406,10,56,705,2074,link,productivity,0,0
10000129,2025-11-11 21:25:08.554028,Sharing my favorite productivity hack,12606,517,100,107,2188,2082,link,"startups,founder",0,1
10000290,2025-11-11 21:45:44.720385,Here is a short thread on learning Python,11429,346,98,111,420,2090,image,"marketing,branding",0,0
10000287,2025-11-11 21:55:57.452677,Sharing my favorite productivity hack,12957,428,89,72,1521,2098,video,"python,data",0,1
10000026,2025-11-11 22:46:48.939866,Sharing some thoughts on growth and marketing,10584,323,27,208,1144,2106,link,"coding,learning",0,1
10000392,2025-11-12 00:58:32.949915,Building a side project this weekend,2449,119,3,12,231,2114,video,productivity,0,0
10000397,2025-11-12 01:56:05.270976,Here is a short thread on learning Python,2119,68,14,29,86,2122,video,"growth,ai",0,1
10000433,2025-11-12 04:17:51.014194,Daily coding progress update,3654,249,12,8,706,2130,image,"startups,founder",0,0
10000065,2025-11-12 06:52:36.816165,Sharing my favorite productivity hack,1343,82,10,21,223,2138,link,"marketing,branding",0,0
10000456,2025-11-12 09:18:32.223644,Experimenting with different posting times,3711,140,9,23,225,2146,video,"growth,ai",0,1
10000487,2025-11-12 11:27:09.163057,Quick tip for data science beginners,3639,344,20,69,612,2154,video,productivity,0,1
10000196,2025-11-12 13:54:39.318825,Sharing my favorite productivity hack,3566,319,17,28,339,2162,link,,0,0
10000372,2025-11-12 14:16:40.716131,Sharing my favorite productivity hack,1028,36,2,14,194,2170,video,"coding,learning",0,0
10000058,2025-11-12 14:17:29.604527,Quick tip for data science beginners,4271,179,41,60,434,2178,none,"growth,ai",0,0
10000465,2025-11-12 14:29:44.106089,Quick tip for data science beginners,3506,56,23,11,285,2186,link,"growth,ai",1,0
10000489,2025-11-12 15:02:31.238466,Here is a short thread on learning Python,1974,152,16,18,96,2194,video,"growth,ai",0,0
10000191,2025-11-12 16:33:46.460486,New blog post is live now!,3911,346,35,37,244,2202,gif,"python,data",0,1
10000034,2025-11-12 17:37:42.580989,Sharing some thoughts on growth and marketing,1169,107,5,2,217,2210,none,"startups,founder",0,1
10000359,2025-11-12 22:09:24.799569,Quick tip for data science beginners,5242,407,41,72,815,2218,video,,1,0
10000272,2025-11-13 00:56:31.451791,New blog post is live now!,2185,54,5,19,188,2226,video,productivity,1,0
10000153,2025-11-13 03:35:53.112382,Building a side project this weekend,3515,183,22,17,697,2234,image,"python,data",0,1
10000125,2025-11-13 05:46:07.853617,Daily coding progress update,3410,208,30,40,501,2242,none,"growth,ai",1,1
10000189,2025-11-13 06:26:53.340877,Daily coding progress update,1002,51,8,15,151,2250,video,"python,data",0,0
10000472,2025-11-13 06:42:56.069314,New blog post is live now!,3616,269,12,20,251,2258,video,"coding,learning",0,0
10000011,2025-11-13 08:47:18.236334,Quick tip for data science beginners,3199,280,21,25,70,2266,image,"growth,ai",0,0
10000371,2025-11-13 14:10:59.970165,New blog post is live now!,3999,267,29,8,166,2274,none,,0,0
10000375,2025-11-13 16:07:05.083160,Daily coding progress update,4844,335,25,86,246,2282,link,"coding,learning",0,0
10000172,2025-11-13 17:10:10.540432,Sharing my favorite productivity hack,3878,370,9,37,734,2290,none,"marketing,branding",0,0
10000078,2025-11-13 17:37:03.119097,Trying out a new AI tool,4463,372,43,16,716,2298,none,"growth,ai",0,0
10000247,2025-11-13 18:23:21.104869,Sharing some thoughts on growth and marketing,8811,194,42,142,1062,2306,image,"startups,founder",0,0
10000369,2025-11-13 18:36:28.371864,New blog post is live now!,988,17,9,16,34,2314,none,"coding,learning",0,1
10000420,2025-11-13 20:27:55.864715,What do you think about this idea?,3468,317,3,55,116,2322,link,,0,0
10000163,2025-11-13 21:35:22.694208,Here is a short thread on learning Python,11177,302,99,215,1100,2330,video,productivity,1,0
10000444,2025-11-13 22:59:07.762615,Building a side project this weekend,6312,368,21,54,1136,2338,image,"marketing,branding",0,1
10000187,2025-11-13 23:59:43.260874,What do you think about this idea?,2456,170,13,29,360,2346,none,"coding,learning",0,1
10000297,2025-11-14 02:14:53.396469,Daily coding progress update,4754,131,43,54,451,2354,none,,0,0
10000131,2025-11-14 05:55:19.009063,Building a side project this weekend,3286,184,25,47,284,2362,none,"marketing,branding",0,0
10000241,2025-11-14 07:25:34.536067,Sharing some thoughts on growth and marketing,4323,211,16,48,404,2370,none,"coding,learning",0,0
10000025,2025-11-14 07:38:05.942962,Sharing my favorite productivity hack,3076,140,17,52,425,2378,link,"coding,learning",0,0
10000294,2025-11-14 09:38:15.424844,What do you think about this idea?,3148,190,24,37,361,2386,none,"marketing,branding",0,0
10000240,2025-11-14 10:05:32.517338,Building a side project this weekend,1148,80,2,12,121,2394,video,"growth,ai",0,0
10000498,2025-11-14 13:29:57.420411,Building a side project this weekend,2140,207,10,15,345,2402,video,"startups,founder",0,0
10000423,2025-11-14 17:16:59.350815,Trying out a new AI tool,758,34,1,13,30,2410,link,"growth,ai",0,0
10000477,2025-11-14 18:24:39.318881,Trying out a new AI tool,1463,116,11,6,75,2418,none,"growth,ai",0,0
10000017,2025-11-14 21:52:12.885002,Quick tip for data science beginners,3402,311,11,46,34,2426,none,"growth,ai",0,0
10000103,2025-11-15 02:13:58.005582,Daily coding progress update,972,75,7,16,44,2434,video,"growth,ai",0,0
10000182,2025-11-15 03:15:19.238924,Sharing some thoughts on growth and marketing,1017,39,9,5,144,2442,video,"growth,ai",1,0
10000042,2025-11-15 04:54:30.891651,Sharing some thoughts on growth and marketing,2760,157,21,16,354,2450,none,"python,data",0,0
10000248,2025-11-15 07:08:44.139917,Sharing some thoughts on growth and marketing,1000,29,1,6,195,2458,link,"growth,ai",1,1
10000104,2025-11-15 08:35:04.477227,Daily coding progress update,2721,115,24,24,449,2466,gif,"growth,ai",0,0
10000192,2025-11-15 08:54:01.881488,Daily coding progress update,3814,251,25,57,133,2474,none,productivity,0,1
10000251,2025-11-15 09:18:59.440502,Sharing some thoughts on growth and marketing,3593,162,34,15,105,2482,gif,productivity,0,1
10000092,2025-11-15 10:06:25.577051,Daily coding progress update,166,11,0,2,24,2490,gif,"python,data",0,0
10000495,2025-11-15 13:10:11.633091,Daily coding progress update,3394,331,17,58,74,2498,image,"marketing,branding",0,0
10000376,2025-11-15 15:25:58.332683,Here is a short thread on learning Python,261,11,2,1,39,2507,link,"coding,learning",1,0
10000236,2025-11-15 16:23:52.774785,Daily coding progress update,4685,258,21,54,605,2515,link,"marketing,branding",0,0
10000004,2025-11-15 16:34:31.305120,New blog post is live now!,3656,236,9,11,695,2523,gif,,1,1
10000235,2025-11-15 18:34:14.637451,Experimenting with different posting times,1789,114,10,33,186,2531,none,productivity,1,1
10000158,2025-11-15 19:33:50.817658,Experimenting with different posting times,2407,33,20,6,174,2539,link,"python,data",1,1
10000148,2025-11-15 20:14:35.424780,Building a side project this weekend,12502,720,118,204,2495,2547,gif,"growth,ai",0,1
10000072,2025-11-15 21:49:08.374687,Here is a short thread on learning Python,8759,736,83,131,1108,2555,link,"marketing,branding",0,1
10000095,2025-11-15 22:30:58.979686,Experimenting with different posting times,4394,398,7,50,386,2563,link,productivity,1,0
10000144,2025-11-15 23:41:29.042572,Here is a short thread on learning Python,9358,122,68,68,1737,2571,image,"growth,ai",1,1
10000210,2025-11-16 01:35:18.298138,What do you think about this idea?,4086,183,20,25,330,2579,link,"marketing,branding",0,0
10000246,2025-11-16 02:34:30.063092,Quick tip for data science beginners,867,23,3,8,144,2587,link,"growth,ai",0,1
10000120,2025-11-16 03:55:35.735081,Experimenting with different posting times,2582,74,23,14,119,2595,image,"marketing,branding",0,0
10000089,2025-11-16 04:15:42.190922,Experimenting with different posting times,4721,109,10,67,804,2603,link,"coding,learning",0,0
10000280,2025-11-16 05:24:08.602746,Experimenting with different posting times,4776,409,12,78,463,2611,none,"startups,founder",0,0
10000349,2025-11-16 07:14:45.858399,Here is a short thread on learning Python,2934,82,13,7,294,2619,gif,"python,data",0,0
10000243,2025-11-16 07:42:43.987112,Sharing my favorite productivity hack,4837,259,37,63,321,2627,gif,,0,0
10000398,2025-11-16 09:15:25.291795,Trying out a new AI tool,185,11,1,2,15,2635,video,"python,data",0,1
10000198,2025-11-16 11:30:56.238605,Trying out a new AI tool,3668,269,18,64,425,2643,video,"startups,founder",0,0
10000200,2025-11-16 11:33:37.469580,Sharing some thoughts on growth and marketing,3928,70,7,49,552,2651,gif,"coding,learning",0,0
10000237,2025-11-16 12:17:45.511333,Building a side project this weekend,233,5,0,3,16,2659,link,"startups,founder",0,0
10000076,2025-11-16 15:55:49.438908,What do you think about this idea?,4278,138,21,18,818,2667,video,,0,0
10000289,2025-11-16 19:14:05.219518,Here is a short thread on learning Python,1632,93,3,28,240,2675,link,"python,data",0,1
10000463,2025-11-16 19:22:44.354422,Sharing my favorite productivity hack,1851,155,8,19,23,2683,gif,"marketing,branding",0,0
10000383,2025-11-16 20:16:41.189680,Quick tip for data science beginners,2903,196,17,35,394,2691,none,,0,1
10000374,2025-11-16 23:05:58.506211,Daily coding progress update,326,14,0,5,29,2699,none,productivity,1,1
10000389,2025-11-16 23:08:17.485729,New blog post is live now!,3273,118,17,58,472,2707,none,"marketing,branding",0,0
10000405,2025-11-16 23:38:50.278714,Daily coding progress update,7215,255,30,130,1369,2715,link,"coding,learning",1,0
10000106,2025-11-17 01:50:05.003669,Here is a short thread on learning Python,4133,243,37,54,133,2723,link,"startups,founder",1,0
10000169,2025-11-17 02:49:09.943962,Here is a short thread on learning Python,786,76,6,3,121,2731,video,,0,0
10000335,2025-11-17 03:28:46.711081,Experimenting with different posting times,2098,29,4,25,157,2739,video,"startups,founder",0,0
10000249,2025-11-17 03:39:37.777231,Here is a short thread on learning Python,263,11,0,3,27,2747,none,"startups,founder",0,0
10000097,2025-11-17 03:48:10.922566,Quick tip for data science beginners,4389,263,26,30,685,2755,video,"growth,ai",0,0
10000479,2025-11-17 07:40:13.224816,Here is a short thread on learning Python,3675,144,33,73,613,2763,image,"startups,founder",1,0
10000219,2025-11-17 11:57:46.914743,Sharing some thoughts on growth and marketing,1400,125,4,8,176,2771,link,,0,1
10000226,2025-11-17 12:03:45.758769,Here is a short thread on learning Python,172,6,0,1,3,2779,video,"python,data",0,0
10000324,2025-11-17 12:36:48.854155,Trying out a new AI tool,4636,184,24,25,584,2787,image,"coding,learning",0,0
10000293,2025-11-17 13:18:52.473417,Daily coding progress update,1191,93,6,6,210,2795,video,productivity,1,1
10000054,2025-11-17 13:38:57.011679,Quick tip for data science beginners,1616,152,2,15,313,2803,gif,"growth,ai",0,0
10000448,2025-11-17 17:40:45.335648,Sharing some thoughts on growth and marketing,3081,212,10,15,124,2811,none,productivity,0,0
10000365,2025-11-17 18:28:24.022491,Here is a short thread on learning Python,6407,563,32,107,739,2819,image,"growth,ai",0,0
10000102,2025-11-17 18:52:05.032555,Daily coding progress update,10554,277,16,161,1257,2827,image,,1,0
10000070,2025-11-17 19:28:30.423246,Sharing some thoughts on growth and marketing,5177,208,13,70,433,2835,video,"python,data",0,0
10000402,2025-11-17 20:11:01.891416,Quick tip for data science beginners,8201,663,26,99,640,2843,video,"coding,learning",0,0
10000368,2025-11-17 20:18:32.091919,Experimenting with different posting times,3091,43,10,45,67,2851,gif,"growth,ai",1,0
10000357,2025-11-17 21:32:22.853283,Here is a short thread on learning Python,10658,892,42,161,1176,2859,video,"python,data",0,1
10000086,2025-11-17 23:13:49.887195,Trying out a new AI tool,4663,336,6,76,602,2867,link,,0,1
10000419,2025-11-18 01:22:14.300170,Daily coding progress update,660,49,3,12,68,2875,video,"startups,founder",0,0
10000212,2025-11-18 01:53:01.346391,Building a side project this weekend,2601,240,21,10,99,2883,none,"startups,founder",0,0
10000496,2025-11-18 02:12:04.203211,New blog post is live now!,3956,343,37,13,329,2891,link,productivity,0,0
10000201,2025-11-18 02:23:56.085965,Building a side project this weekend,225,21,1,3,21,2899,image,,0,0
10000056,2025-11-18 04:47:10.196240,Experimenting with different posting times,4232,133,30,64,233,2907,gif,"coding,learning",0,0
10000314,2025-11-18 06:05:22.350886,Experimenting with different posting times,1631,109,8,9,53,2915,gif,"growth,ai",0,0
10000301,2025-11-18 10:02:54.673829,Building a side project this weekend,4464,174,44,87,601,2923,image,"startups,founder",0,0
